,children,dob_years,education_id,family_status_id,gender,income_type,debt,total_income,purpose,years_employed,lemmas_purpose
16699,0,63.0,0,0,M,компаньон,0,149185.22,приобретение автомобиля,1.982,"['приобретение', ' ', 'автомобиль', '\n']"
16700,0,53.0,1,0,M,компаньон,0,225188.44,жилье,10.234,"['жилье', '\n']"
16701,0,68.0,1,0,F,пенсионер,0,85959.8,получение дополнительного образования,38.53,"['получение', ' ', 'дополнительный', ' ', 'образование', '\n']"
16702,0,52.0,1,0,F,пенсионер,0,155171.89,жилье,43.78,"['жилье', '\n']"
16703,0,26.0,1,4,F,сотрудник,0,145017.94,строительство собственной недвижимости,4.465,"['строительство', ' ', 'собственный', ' ', 'недвижимость', '\n']"
16704,0,37.0,1,4,F,компаньон,0,264436.8,получение дополнительного образования,3.088,"['получение', ' ', 'дополнительный', ' ', 'образование', '\n']"
16705,0,59.0,1,0,M,компаньон,0,312050.4,ремонт жилью,9.16,"['ремонт', ' ', 'жилье', '\n']"
16706,2,45.0,0,1,F,сотрудник,0,183511.7,жилье,10.83,"['жилье', '\n']"
16707,0,21.0,1,4,M,сотрудник,0,209521.3,операции с жильем,1.348,"['операция', ' ', 'с', ' ', 'жилье', '\n']"
16708,1,48.0,0,0,M,сотрудник,0,322637.03,автомобили,3.324,"['автомобиль', '\n']"
16709,0,34.0,1,0,F,сотрудник,0,145017.94,получение дополнительного образования,4.465,"['получение', ' ', 'дополнительный', ' ', 'образование', '\n']"
16710,0,39.0,1,1,M,компаньон,0,254023.11,строительство недвижимости,10.36,"['строительство', ' ', 'недвижимость', '\n']"
16711,0,56.0,0,2,F,пенсионер,0,90314.19,покупка жилой недвижимости,42.6,"['покупка', ' ', 'жилой', ' ', 'недвижимость', '\n']"
16712,0,26.0,1,4,M,компаньон,0,172257.27,сделка с автомобилем,1.146,"['сделка', ' ', 'с', ' ', 'автомобиль', '\n']"
16713,0,65.0,2,0,M,сотрудник,0,229339.2,покупка своего жилья,9.734,"['покупка', ' ', 'свой', ' ', 'жилье', '\n']"
16714,0,43.0,1,0,F,сотрудник,0,108337.55,ремонт жилью,2.39,"['ремонт', ' ', 'жилье', '\n']"
16715,0,50.0,1,0,F,компаньон,0,289273.62,приобретение автомобиля,9.58,"['приобретение', ' ', 'автомобиль', '\n']"
16716,2,30.0,1,0,F,сотрудник,0,55389.062,строительство собственной недвижимости,1.791,"['строительство', ' ', 'собственный', ' ', 'недвижимость', '\n']"
16717,0,57.0,2,0,F,пенсионер,0,129742.72,получение дополнительного образования,40.06,"['получение', ' ', 'дополнительный', ' ', 'образование', '\n']"
16718,0,33.0,1,1,M,компаньон,0,250541.4,на покупку подержанного автомобиля,14.67,"['на', ' ', 'покупка', ' ', 'подержать', ' ', 'автомобиль', '\n']"
16719,1,30.0,1,0,F,сотрудник,1,228060.77,получение высшего образования,0.614,"['получение', ' ', 'высокий', ' ', 'образование', '\n']"
16720,0,30.0,1,0,M,сотрудник,0,160993.45,ремонт жилью,8.55,"['ремонт', ' ', 'жилье', '\n']"
16721,1,24.0,0,4,F,госслужащий,0,175195.75,получение высшего образования,3.695,"['получение', ' ', 'высокий', ' ', 'образование', '\n']"
16722,0,64.0,1,1,F,пенсионер,0,105412.74,операции с коммерческой недвижимостью,39.0,"['операция', ' ', 'с', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
16723,0,51.0,0,0,F,сотрудник,0,127785.28,сделка с подержанным автомобилем,24.02,"['сделка', ' ', 'с', ' ', 'подержанный', ' ', 'автомобиль', '\n']"
16724,0,36.0,0,0,F,компаньон,1,79574.91,на покупку автомобиля,7.19,"['на', ' ', 'покупка', ' ', 'автомобиль', '\n']"
16725,0,56.0,1,0,M,сотрудник,0,275507.66,заняться высшим образованием,1.192,"['заниматься', ' ', 'высокий', ' ', 'образование', '\n']"
16726,0,25.0,0,0,F,компаньон,0,374269.16,покупка недвижимости,3.52,"['покупка', ' ', 'недвижимость', '\n']"
16727,0,56.0,1,1,F,пенсионер,0,145017.94,недвижимость,41.66,"['недвижимость', '\n']"
16728,0,47.0,1,0,M,сотрудник,0,161754.28,покупка недвижимости,1.581,"['покупка', ' ', 'недвижимость', '\n']"
16729,0,54.0,1,0,M,сотрудник,0,237515.33,покупка жилья для сдачи,3.852,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'сдача', '\n']"
16730,0,29.0,1,0,F,компаньон,0,178737.25,высшее образование,6.938,"['высокий', ' ', 'образование', '\n']"
16731,0,52.0,1,0,F,сотрудник,0,133896.94,приобретение автомобиля,7.6,"['приобретение', ' ', 'автомобиль', '\n']"
16732,1,40.0,1,0,F,сотрудник,0,106697.516,получение высшего образования,8.04,"['получение', ' ', 'высокий', ' ', 'образование', '\n']"
16733,0,62.0,2,0,F,пенсионер,0,145017.94,на покупку своего автомобиля,41.66,"['на', ' ', 'покупка', ' ', 'свой', ' ', 'автомобиль', '\n']"
16734,0,58.0,1,1,F,пенсионер,0,111080.01,на проведение свадьбы,45.44,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
16735,2,32.0,1,0,M,сотрудник,0,264301.28,строительство недвижимости,12.57,"['строительство', ' ', 'недвижимость', '\n']"
16736,0,22.0,1,0,F,компаньон,0,82572.18,ремонт жилью,2.697,"['ремонт', ' ', 'жилье', '\n']"
16737,0,34.0,1,0,F,компаньон,0,295014.0,покупка недвижимости,4.05,"['покупка', ' ', 'недвижимость', '\n']"
16738,0,39.0,1,0,M,сотрудник,0,210050.06,ремонт жилью,2.91,"['ремонт', ' ', 'жилье', '\n']"
16739,1,44.0,1,0,F,сотрудник,0,145017.94,на покупку своего автомобиля,4.465,"['на', ' ', 'покупка', ' ', 'свой', ' ', 'автомобиль', '\n']"
16740,2,42.0,1,1,F,компаньон,0,108611.1,свадьба,10.766,"['свадьба', '\n']"
16741,2,39.0,1,0,F,сотрудник,0,94755.625,покупка жилья,18.17,"['покупка', ' ', 'жилье', '\n']"
16742,0,49.0,1,1,M,госслужащий,0,248609.02,сыграть свадьбу,1.825,"['сыграть', ' ', 'свадьба', '\n']"
16743,0,63.0,1,1,F,пенсионер,0,163973.19,сыграть свадьбу,45.6,"['сыграть', ' ', 'свадьба', '\n']"
16744,2,35.0,1,1,F,сотрудник,0,136220.27,сыграть свадьбу,3.562,"['сыграть', ' ', 'свадьба', '\n']"
16745,0,59.0,1,3,F,пенсионер,0,85477.664,дополнительное образование,44.5,"['дополнительный', ' ', 'образование', '\n']"
16746,1,35.0,0,1,F,сотрудник,0,120646.03,автомобиль,2.193,"['автомобиль', '\n']"
16747,0,57.0,1,0,M,компаньон,0,145017.94,ремонт жилью,4.465,"['ремонт', ' ', 'жилье', '\n']"
16748,2,30.0,2,0,F,компаньон,0,145017.94,дополнительное образование,4.465,"['дополнительный', ' ', 'образование', '\n']"
16749,0,64.0,1,0,F,пенсионер,0,154593.56,покупка жилья для сдачи,44.12,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'сдача', '\n']"
16750,1,39.0,1,0,F,госслужащий,0,127056.09,покупка коммерческой недвижимости,17.05,"['покупка', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
16751,0,50.0,0,0,F,компаньон,0,218896.62,образование,4.305,"['образование', '\n']"
16752,0,48.0,1,0,F,сотрудник,0,237309.78,операции с недвижимостью,14.94,"['операция', ' ', 'с', ' ', 'недвижимость', '\n']"
16753,0,55.0,1,1,M,пенсионер,0,92939.95,операции с недвижимостью,43.1,"['операция', ' ', 'с', ' ', 'недвижимость', '\n']"
16754,2,50.0,1,1,F,компаньон,0,92701.04,сыграть свадьбу,4.105,"['сыграть', ' ', 'свадьба', '\n']"
16755,1,41.0,1,0,F,сотрудник,0,162222.88,покупка своего жилья,7.594,"['покупка', ' ', 'свой', ' ', 'жилье', '\n']"
16756,0,64.0,3,0,F,пенсионер,0,140481.23,сделка с автомобилем,44.0,"['сделка', ' ', 'с', ' ', 'автомобиль', '\n']"
16757,0,44.0,1,4,M,сотрудник,0,92377.78,покупка коммерческой недвижимости,2.467,"['покупка', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
16758,2,35.0,1,0,F,сотрудник,0,59827.16,высшее образование,3.934,"['высокий', ' ', 'образование', '\n']"
16759,2,29.0,0,0,F,сотрудник,0,106091.19,покупка жилья для семьи,0.8276,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'семья', '\n']"
16760,0,55.0,0,1,F,сотрудник,0,97096.4,сыграть свадьбу,1.854,"['сыграть', ' ', 'свадьба', '\n']"
16761,0,50.0,1,0,M,сотрудник,0,227292.66,операции с жильем,8.31,"['операция', ' ', 'с', ' ', 'жилье', '\n']"
16762,1,41.0,1,0,M,сотрудник,0,220477.39,операции с коммерческой недвижимостью,11.78,"['операция', ' ', 'с', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
16763,1,25.0,1,0,M,компаньон,0,160715.19,приобретение автомобиля,2.291,"['приобретение', ' ', 'автомобиль', '\n']"
16764,0,56.0,0,0,M,пенсионер,0,109366.81,заняться высшим образованием,39.38,"['заниматься', ' ', 'высокий', ' ', 'образование', '\n']"
16765,2,32.0,2,1,F,компаньон,0,202239.56,сыграть свадьбу,1.172,"['сыграть', ' ', 'свадьба', '\n']"
16766,0,66.0,1,2,F,пенсионер,0,117838.64,сделка с подержанным автомобилем,42.84,"['сделка', ' ', 'с', ' ', 'подержанный', ' ', 'автомобиль', '\n']"
16767,2,35.0,0,0,F,компаньон,0,153747.95,автомобили,4.85,"['автомобиль', '\n']"
16768,0,45.0,1,3,F,госслужащий,0,183895.53,высшее образование,8.84,"['высокий', ' ', 'образование', '\n']"
16769,0,60.0,1,4,F,пенсионер,0,155685.58,покупка жилья,39.44,"['покупка', ' ', 'жилье', '\n']"
16770,3,31.0,0,1,F,сотрудник,0,257091.84,на проведение свадьбы,1.605,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
16771,0,29.0,1,4,F,сотрудник,0,138068.62,операции с жильем,5.285,"['операция', ' ', 'с', ' ', 'жилье', '\n']"
16772,0,25.0,0,0,F,компаньон,0,89634.836,сделка с подержанным автомобилем,5.965,"['сделка', ' ', 'с', ' ', 'подержанный', ' ', 'автомобиль', '\n']"
16773,0,64.0,1,4,M,пенсионер,1,84008.53,на покупку своего автомобиля,38.22,"['на', ' ', 'покупка', ' ', 'свой', ' ', 'автомобиль', '\n']"
16774,0,22.0,1,0,M,сотрудник,0,89571.4,профильное образование,2.008,"['профильный', ' ', 'образование', '\n']"
16775,0,54.0,0,0,F,сотрудник,0,136527.81,получение высшего образования,0.697,"['получение', ' ', 'высокий', ' ', 'образование', '\n']"
16776,0,28.0,2,1,M,сотрудник,0,206908.06,свадьба,4.156,"['свадьба', '\n']"
16777,2,46.0,0,0,F,сотрудник,0,108804.24,строительство недвижимости,13.625,"['строительство', ' ', 'недвижимость', '\n']"
16778,0,50.0,1,0,F,госслужащий,0,121349.63,покупка жилой недвижимости,35.4,"['покупка', ' ', 'жилой', ' ', 'недвижимость', '\n']"
16779,0,55.0,1,0,F,сотрудник,0,145017.94,покупка жилья для семьи,4.465,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'семья', '\n']"
16780,1,35.0,1,4,M,сотрудник,0,251609.22,высшее образование,8.6,"['высокий', ' ', 'образование', '\n']"
16781,0,20.0,1,1,F,компаньон,0,102607.59,на проведение свадьбы,0.589,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
16782,0,38.0,1,1,M,компаньон,0,137399.14,покупка жилья для сдачи,10.06,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'сдача', '\n']"
16783,0,41.0,1,0,M,сотрудник,0,114990.23,строительство жилой недвижимости,5.402,"['строительство', ' ', 'жилой', ' ', 'недвижимость', '\n']"
16784,1,28.0,1,1,F,сотрудник,0,173729.5,свадьба,0.4739,"['свадьба', '\n']"
16785,0,53.0,1,0,F,сотрудник,0,128136.51,профильное образование,0.4597,"['профильный', ' ', 'образование', '\n']"
16786,2,31.0,0,0,F,сотрудник,0,67919.73,покупка своего жилья,5.684,"['покупка', ' ', 'свой', ' ', 'жилье', '\n']"
16787,0,39.0,1,0,M,сотрудник,0,92686.93,недвижимость,2.322,"['недвижимость', '\n']"
16788,0,53.0,1,4,F,пенсионер,0,126543.08,недвижимость,43.47,"['недвижимость', '\n']"
16789,0,48.0,1,0,F,госслужащий,0,145017.94,получение дополнительного образования,4.465,"['получение', ' ', 'дополнительный', ' ', 'образование', '\n']"
16790,0,57.0,0,1,F,пенсионер,0,78492.72,сыграть свадьбу,39.97,"['сыграть', ' ', 'свадьба', '\n']"
16791,0,42.0,0,0,F,сотрудник,0,116313.86,ремонт жилью,12.98,"['ремонт', ' ', 'жилье', '\n']"
16792,1,39.0,1,1,F,компаньон,0,139219.78,строительство жилой недвижимости,3.947,"['строительство', ' ', 'жилой', ' ', 'недвижимость', '\n']"
16793,0,57.0,1,0,M,пенсионер,0,137620.12,жилье,39.0,"['жилье', '\n']"
16794,0,63.0,1,0,F,сотрудник,0,252134.11,покупка коммерческой недвижимости,3.09,"['покупка', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
16795,2,29.0,1,0,M,компаньон,0,95454.87,недвижимость,6.934,"['недвижимость', '\n']"
16796,0,54.0,0,1,F,пенсионер,0,88215.125,образование,38.5,"['образование', '\n']"
16797,0,30.0,1,0,M,госслужащий,0,164937.42,свой автомобиль,9.71,"['свой', ' ', 'автомобиль', '\n']"
16798,0,65.0,1,2,F,пенсионер,0,97771.34,операции со своей недвижимостью,43.12,"['операция', ' ', 'со', ' ', 'свой', ' ', 'недвижимость', '\n']"
16799,0,44.0,1,0,M,сотрудник,0,131855.8,покупка жилья для сдачи,28.69,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'сдача', '\n']"
16800,0,60.0,1,4,F,пенсионер,0,103254.66,покупка недвижимости,40.44,"['покупка', ' ', 'недвижимость', '\n']"
16801,1,32.0,0,0,F,госслужащий,0,165641.88,заняться высшим образованием,7.082,"['заниматься', ' ', 'высокий', ' ', 'образование', '\n']"
16802,0,36.0,1,0,F,сотрудник,0,145017.94,жилье,4.465,"['жилье', '\n']"
16803,1,61.0,1,2,F,сотрудник,0,216214.36,заняться высшим образованием,15.56,"['заниматься', ' ', 'высокий', ' ', 'образование', '\n']"
16804,2,40.0,1,0,F,сотрудник,0,138856.3,заняться высшим образованием,19.56,"['заниматься', ' ', 'высокий', ' ', 'образование', '\n']"
16805,0,40.0,1,4,F,сотрудник,0,145017.94,автомобили,4.465,"['автомобиль', '\n']"
16806,0,31.0,0,1,F,сотрудник,0,133964.83,на проведение свадьбы,14.65,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
16807,1,53.0,1,0,F,сотрудник,0,116377.69,операции со своей недвижимостью,10.484,"['операция', ' ', 'со', ' ', 'свой', ' ', 'недвижимость', '\n']"
16808,2,47.0,1,0,M,сотрудник,0,145017.94,недвижимость,4.465,"['недвижимость', '\n']"
16809,3,42.0,1,1,F,пенсионер,1,66187.81,на проведение свадьбы,41.16,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
16810,0,35.0,1,0,M,сотрудник,0,231978.67,покупка коммерческой недвижимости,0.868,"['покупка', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
16811,0,64.0,1,1,F,пенсионер,0,145017.94,свадьба,41.66,"['свадьба', '\n']"
16812,0,60.0,1,2,F,пенсионер,1,51766.96,приобретение автомобиля,40.44,"['приобретение', ' ', 'автомобиль', '\n']"
16813,2,32.0,0,0,F,сотрудник,0,92118.68,покупка жилья для семьи,9.37,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'семья', '\n']"
16814,0,54.0,1,0,M,компаньон,0,145017.94,свой автомобиль,4.465,"['свой', ' ', 'автомобиль', '\n']"
16815,0,64.0,0,2,F,пенсионер,0,89178.58,сделка с автомобилем,43.12,"['сделка', ' ', 'с', ' ', 'автомобиль', '\n']"
16816,1,29.0,1,0,F,госслужащий,0,145017.94,жилье,4.465,"['жилье', '\n']"
16817,1,33.0,1,0,F,сотрудник,0,214206.0,операции с коммерческой недвижимостью,8.72,"['операция', ' ', 'с', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
16818,0,57.0,1,0,F,сотрудник,0,82533.6,на покупку подержанного автомобиля,5.895,"['на', ' ', 'покупка', ' ', 'подержать', ' ', 'автомобиль', '\n']"
16819,0,40.0,1,0,F,пенсионер,0,288573.38,покупка жилья для сдачи,44.84,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'сдача', '\n']"
16820,0,29.0,1,4,M,компаньон,0,89450.945,операции с недвижимостью,5.66,"['операция', ' ', 'с', ' ', 'недвижимость', '\n']"
16821,0,59.0,1,0,F,госслужащий,0,211083.5,строительство собственной недвижимости,5.184,"['строительство', ' ', 'собственный', ' ', 'недвижимость', '\n']"
16822,0,55.0,1,1,F,пенсионер,0,209189.8,на проведение свадьбы,44.12,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
16823,2,33.0,0,0,M,компаньон,0,307061.34,покупка жилья,2.805,"['покупка', ' ', 'жилье', '\n']"
16824,2,30.0,1,0,M,сотрудник,0,187002.08,на покупку своего автомобиля,7.457,"['на', ' ', 'покупка', ' ', 'свой', ' ', 'автомобиль', '\n']"
16825,0,64.0,1,0,F,сотрудник,0,91527.69,покупка жилой недвижимости,44.16,"['покупка', ' ', 'жилой', ' ', 'недвижимость', '\n']"
16826,0,23.0,1,1,M,сотрудник,0,75233.91,сыграть свадьбу,1.025,"['сыграть', ' ', 'свадьба', '\n']"
16827,1,25.0,0,0,M,сотрудник,0,142045.78,покупка жилой недвижимости,0.8623,"['покупка', ' ', 'жилой', ' ', 'недвижимость', '\n']"
16828,0,65.0,1,0,F,пенсионер,0,145017.94,строительство жилой недвижимости,41.66,"['строительство', ' ', 'жилой', ' ', 'недвижимость', '\n']"
16829,2,30.0,1,0,M,госслужащий,0,102925.266,покупка своего жилья,2.3,"['покупка', ' ', 'свой', ' ', 'жилье', '\n']"
16830,0,60.0,1,0,M,пенсионер,1,153686.25,автомобили,40.53,"['автомобиль', '\n']"
16831,0,62.0,1,0,F,пенсионер,1,174526.12,ремонт жилью,42.66,"['ремонт', ' ', 'жилье', '\n']"
16832,0,50.0,2,0,F,сотрудник,0,73404.79,операции со своей недвижимостью,31.52,"['операция', ' ', 'со', ' ', 'свой', ' ', 'недвижимость', '\n']"
16833,0,63.0,0,0,M,пенсионер,0,84773.69,операции с жильем,39.06,"['операция', ' ', 'с', ' ', 'жилье', '\n']"
16834,3,43.0,0,0,M,госслужащий,0,350242.25,операции со своей недвижимостью,2.8,"['операция', ' ', 'со', ' ', 'свой', ' ', 'недвижимость', '\n']"
16835,1,49.0,1,3,M,компаньон,0,251353.7,на покупку автомобиля,3.02,"['на', ' ', 'покупка', ' ', 'автомобиль', '\n']"
16836,0,29.0,0,0,F,компаньон,0,226371.52,покупка недвижимости,5.582,"['покупка', ' ', 'недвижимость', '\n']"
16837,0,66.0,1,0,F,пенсионер,0,105461.266,жилье,45.47,"['жилье', '\n']"
16838,0,52.0,1,0,M,компаньон,0,128851.6,сделка с подержанным автомобилем,1.564,"['сделка', ' ', 'с', ' ', 'подержанный', ' ', 'автомобиль', '\n']"
16839,3,39.0,1,0,M,госслужащий,0,142292.16,строительство недвижимости,12.77,"['строительство', ' ', 'недвижимость', '\n']"
16840,2,44.0,1,0,M,сотрудник,0,274999.47,автомобиль,5.22,"['автомобиль', '\n']"
16841,0,47.0,0,0,F,компаньон,0,174070.72,покупка жилья для сдачи,12.24,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'сдача', '\n']"
16842,0,47.0,1,0,M,компаньон,0,185734.38,недвижимость,2.916,"['недвижимость', '\n']"
16843,0,40.0,0,0,M,компаньон,0,167087.36,жилье,13.73,"['жилье', '\n']"
16844,3,42.0,0,0,F,госслужащий,0,206780.19,на покупку подержанного автомобиля,12.23,"['на', ' ', 'покупка', ' ', 'подержать', ' ', 'автомобиль', '\n']"
16845,1,39.0,1,3,F,сотрудник,1,117334.01,недвижимость,1.638,"['недвижимость', '\n']"
16846,0,57.0,1,0,F,пенсионер,0,129723.15,покупка своего жилья,45.53,"['покупка', ' ', 'свой', ' ', 'жилье', '\n']"
16847,0,61.0,0,4,M,сотрудник,0,280586.34,получение высшего образования,6.94,"['получение', ' ', 'высокий', ' ', 'образование', '\n']"
16848,0,59.0,1,0,F,пенсионер,0,110173.484,свой автомобиль,38.3,"['свой', ' ', 'автомобиль', '\n']"
16849,0,51.0,1,0,F,госслужащий,0,145017.94,заняться образованием,4.465,"['заниматься', ' ', 'образование', '\n']"
16850,2,40.0,0,0,F,сотрудник,0,343933.62,операции с недвижимостью,5.48,"['операция', ' ', 'с', ' ', 'недвижимость', '\n']"
16851,3,35.0,1,0,F,компаньон,0,208764.14,операции со своей недвижимостью,7.87,"['операция', ' ', 'со', ' ', 'свой', ' ', 'недвижимость', '\n']"
16852,1,49.0,1,3,F,компаньон,0,180088.14,автомобиль,1.487,"['автомобиль', '\n']"
16853,1,37.0,1,1,F,сотрудник,1,85757.414,сделка с автомобилем,5.895,"['сделка', ' ', 'с', ' ', 'автомобиль', '\n']"
16854,2,34.0,1,0,F,госслужащий,0,72095.42,заняться образованием,10.85,"['заниматься', ' ', 'образование', '\n']"
16855,0,56.0,1,2,F,пенсионер,0,343849.12,операции с жильем,40.44,"['операция', ' ', 'с', ' ', 'жилье', '\n']"
16856,0,49.0,1,3,F,пенсионер,0,244990.25,жилье,40.1,"['жилье', '\n']"
16857,0,53.0,1,0,M,пенсионер,0,80999.516,сделка с автомобилем,43.78,"['сделка', ' ', 'с', ' ', 'автомобиль', '\n']"
16858,1,46.0,0,0,M,сотрудник,0,162867.03,недвижимость,3.09,"['недвижимость', '\n']"
16859,0,59.0,0,1,M,пенсионер,0,140169.86,сыграть свадьбу,42.06,"['сыграть', ' ', 'свадьба', '\n']"
16860,0,49.0,0,4,M,компаньон,0,262058.4,получение дополнительного образования,5.094,"['получение', ' ', 'дополнительный', ' ', 'образование', '\n']"
16861,0,62.6,1,3,F,пенсионер,0,218284.75,покупка жилья,45.2,"['покупка', ' ', 'жилье', '\n']"
16862,0,38.0,1,0,F,компаньон,0,166021.84,покупка жилья для семьи,5.15,"['покупка', ' ', 'жилье', ' ', 'для', ' ', 'семья', '\n']"
16863,0,58.0,1,1,F,сотрудник,0,161079.67,свадьба,1.366,"['свадьба', '\n']"
16864,0,31.0,0,0,F,сотрудник,0,366225.4,сделка с подержанным автомобилем,2.967,"['сделка', ' ', 'с', ' ', 'подержанный', ' ', 'автомобиль', '\n']"
16865,0,40.0,1,4,M,сотрудник,0,145017.94,получение высшего образования,4.465,"['получение', ' ', 'высокий', ' ', 'образование', '\n']"
16866,0,49.0,1,1,F,сотрудник,0,154987.08,получение дополнительного образования,10.01,"['получение', ' ', 'дополнительный', ' ', 'образование', '\n']"
16867,0,72.0,1,1,F,пенсионер,0,174825.39,автомобиль,39.03,"['автомобиль', '\n']"
16868,0,57.0,1,0,F,госслужащий,0,194993.89,строительство недвижимости,41.62,"['строительство', ' ', 'недвижимость', '\n']"
16869,0,67.0,1,0,F,пенсионер,0,145017.94,заняться высшим образованием,41.66,"['заниматься', ' ', 'высокий', ' ', 'образование', '\n']"
16870,1,41.0,1,2,F,сотрудник,1,134047.62,высшее образование,0.702,"['высокий', ' ', 'образование', '\n']"
16871,0,50.0,1,0,M,сотрудник,0,86890.75,покупка жилья,0.6055,"['покупка', ' ', 'жилье', '\n']"
16872,1,28.0,0,1,M,сотрудник,0,101948.055,сыграть свадьбу,0.279,"['сыграть', ' ', 'свадьба', '\n']"
16873,1,26.0,1,0,M,сотрудник,0,83786.875,покупка недвижимости,0.7827,"['покупка', ' ', 'недвижимость', '\n']"
16874,0,52.0,1,0,F,сотрудник,0,213351.39,высшее образование,1.245,"['высокий', ' ', 'образование', '\n']"
16875,0,59.0,1,2,F,пенсионер,0,199628.67,на покупку своего автомобиля,40.12,"['на', ' ', 'покупка', ' ', 'свой', ' ', 'автомобиль', '\n']"
16876,0,59.0,1,0,M,сотрудник,0,145017.94,покупка недвижимости,4.465,"['покупка', ' ', 'недвижимость', '\n']"
16877,1,34.0,0,0,F,компаньон,1,261102.08,сделка с подержанным автомобилем,5.58,"['сделка', ' ', 'с', ' ', 'подержанный', ' ', 'автомобиль', '\n']"
16878,0,32.0,1,0,M,сотрудник,0,148767.02,автомобиль,6.75,"['автомобиль', '\n']"
16879,0,61.0,1,3,F,сотрудник,0,126434.41,получение образования,1.999,"['получение', ' ', 'образование', '\n']"
16880,0,41.0,0,0,M,сотрудник,0,143147.5,покупка своего жилья,8.68,"['покупка', ' ', 'свой', ' ', 'жилье', '\n']"
16881,0,43.0,1,3,M,сотрудник,0,245923.03,операции с коммерческой недвижимостью,5.99,"['операция', ' ', 'с', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
16882,0,55.0,1,1,F,сотрудник,0,145017.94,сыграть свадьбу,4.465,"['сыграть', ' ', 'свадьба', '\n']"
16883,0,53.0,1,0,F,пенсионер,0,200387.62,жилье,39.22,"['жилье', '\n']"
16884,0,45.0,1,3,F,компаньон,0,189072.31,получение образования,8.33,"['получение', ' ', 'образование', '\n']"
16885,0,28.0,1,0,F,сотрудник,0,145017.94,сделка с автомобилем,4.465,"['сделка', ' ', 'с', ' ', 'автомобиль', '\n']"
16886,2,33.0,0,0,F,сотрудник,0,86656.37,сделка с подержанным автомобилем,2.623,"['сделка', ' ', 'с', ' ', 'подержанный', ' ', 'автомобиль', '\n']"
16887,0,54.0,1,1,F,сотрудник,0,144949.84,свадьба,5.49,"['свадьба', '\n']"
16888,0,55.0,1,2,F,компаньон,0,126476.42,профильное образование,2.822,"['профильный', ' ', 'образование', '\n']"
16889,0,29.0,0,4,M,сотрудник,0,231169.48,покупка своего жилья,3.945,"['покупка', ' ', 'свой', ' ', 'жилье', '\n']"
16890,1,28.0,1,0,M,сотрудник,0,161156.6,получение образования,4.125,"['получение', ' ', 'образование', '\n']"
16891,0,64.0,0,0,M,пенсионер,0,115145.914,покупка недвижимости,40.62,"['покупка', ' ', 'недвижимость', '\n']"
16892,2,35.0,0,0,F,госслужащий,0,87524.88,покупка коммерческой недвижимости,7.74,"['покупка', ' ', 'коммерческий', ' ', 'недвижимость', '\n']"
16893,0,20.0,1,1,F,сотрудник,0,145017.94,жилье,4.465,"['жилье', '\n']"
16894,0,61.0,1,0,F,пенсионер,0,60166.65,сделка с автомобилем,37.6,"['сделка', ' ', 'с', ' ', 'автомобиль', '\n']"
16895,0,40.0,1,1,F,сотрудник,0,73280.73,на проведение свадьбы,18.5,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
16896,0,32.0,1,0,F,сотрудник,0,87716.75,приобретение автомобиля,12.734,"['приобретение', ' ', 'автомобиль', '\n']"
16897,1,38.0,1,0,F,компаньон,0,117601.08,покупка жилья,0.999,"['покупка', ' ', 'жилье', '\n']"
16898,0,62.0,1,0,M,пенсионер,0,80672.875,строительство недвижимости,45.03,"['строительство', ' ', 'недвижимость', '\n']"
16899,2,38.0,0,0,F,компаньон,0,145017.94,строительство недвижимости,4.465,"['строительство', ' ', 'недвижимость', '\n']"
16900,2,44.0,1,0,M,сотрудник,0,143808.72,свой автомобиль,1.482,"['свой', ' ', 'автомобиль', '\n']"
16901,1,29.0,0,1,M,сотрудник,0,149491.05,на проведение свадьбы,3.248,"['на', ' ', 'проведение', ' ', 'свадьба', '\n']"
16903,1,44.0,1,3,F,сотрудник,0,118125.4,недвижимость,1.158,"['недвижимость', '\n']"
16905,0,41.0,1,0,F,госслужащий,0,54051.664,покупка своего жилья,6.027,"['покупка', ' ', 'свой', ' ', 'жилье', '\n']"
